iter	Logloss
113	0.1677383222
114	0.1672691464
115	0.1667125465
116	0.1657928097
117	0.1652229833
118	0.1646838954
119	0.1644995963
120	0.1642330336
121	0.1636286521
122	0.1630943852
123	0.1626180703
124	0.1619418404
125	0.1611482252
126	0.1607847156
127	0.1604047487
128	0.1599248507
129	0.1594407439
130	0.1589552229
131	0.1585235556
132	0.1579689319
133	0.1576487876
134	0.157084448
135	0.1568994225
136	0.156430096
137	0.1560803696
138	0.155310098
139	0.1544259486
140	0.1535264935
141	0.1532822114
142	0.152942553
143	0.1524285241
144	0.1521082143
145	0.152021279
146	0.1518874935
147	0.1513364823
148	0.1509706214
149	0.150758418
150	0.1503826242
151	0.1502655214
152	0.1499014863
153	0.1496837822
154	0.1494242248
155	0.1489650246
156	0.1487110107
157	0.1480947713
158	0.1478783842
159	0.147075325
160	0.1468219675
161	0.146037363
162	0.1455713032
163	0.1449614882
164	0.1444015049
165	0.1440972803
166	0.1437791291
167	0.1431357527
168	0.1429830618
169	0.1426618756
170	0.1423066299
171	0.1420063936
172	0.1414887558
173	0.1412075209
174	0.1405301987
175	0.1399401058
176	0.1395369848
177	0.1390297027
178	0.1384607274
179	0.1381635002
180	0.1376566859
181	0.1369568377
182	0.1364666552
183	0.1363435772
184	0.1359049943
185	0.135765994
186	0.1356385849
187	0.1350289344
188	0.1349291372
189	0.1346056038
190	0.1339910876
191	0.1337041089
192	0.1330909237
193	0.1328363658
194	0.1321343126
195	0.1316100726
196	0.1314712693
197	0.131259232
198	0.1310223663
199	0.1307427905
200	0.1304475216
201	0.1301515923
202	0.1300759959
203	0.1297622816
204	0.1293425618
205	0.1287585784
206	0.1286084692
207	0.1283828074
208	0.1279392376
209	0.1276015449
210	0.1270678869
211	0.1268867607
212	0.1266610553
213	0.1263428426
214	0.1262015081
215	0.1257682833
216	0.1256389317
217	0.125031505
218	0.1245869608
219	0.124298612
220	0.1241113272
221	0.1236312954
222	0.1234277505
223	0.1232172185
224	0.1228020993
225	0.1227098111
226	0.1224962609
227	0.1222874715
228	0.1219183281
229	0.1218153932
230	0.1215613703
231	0.1215060541
232	0.1213848321
233	0.1207927645
234	0.1203250419
235	0.1201666894
236	0.1200657617
237	0.1197690163
238	0.1193948796
239	0.1191113737
240	0.1188362508
241	0.1184639644
242	0.1178397815
243	0.1174489849
244	0.1169411234
245	0.1164990209
246	0.1163062691
247	0.1158838889
248	0.1155021054
249	0.1146996667
250	0.1142756259
251	0.1140157493
252	0.1137883985
253	0.1136524021
254	0.1134521594
255	0.1132468311
256	0.1128522709
257	0.1126391605
258	0.1124824359
259	0.1123622606
260	0.1119940309
261	0.1119103582
262	0.1112964781
263	0.1112305874
264	0.1111552579
265	0.111027147
266	0.1107836334
267	0.1101977791
268	0.1100525999
269	0.1098881298
270	0.109585929
271	0.1092458835
272	0.1088659325
273	0.1084542272
274	0.1082123575
275	0.1079403396
276	0.1073955547
277	0.1070714394
278	0.1068647396
279	0.1065837048
280	0.1063769961
281	0.1061745477
282	0.1057166384
283	0.105512373
284	0.1050620349
285	0.1048695406
286	0.1046508024
287	0.1042466281
288	0.103791395
289	0.1036842367
290	0.1034338265
291	0.103379721
292	0.1032391438
293	0.1030013141
294	0.1025559313
295	0.1020369358
296	0.1016042197
297	0.1013242371
298	0.1010462976
299	0.1009775039
300	0.1008243872
301	0.1006134216
302	0.1005160534
303	0.1003250383
304	0.1000673398
305	0.09996440942
306	0.09967613771
307	0.09960305116
308	0.09932380841
309	0.0991817758
310	0.09877443243
311	0.09813363663
312	0.09787534411
313	0.09754851233
314	0.09749005436
315	0.09703676022
316	0.0966499143
317	0.09645284244
318	0.0960477804
319	0.09587477919
320	0.09563533621
321	0.09533954569
322	0.09525616008
323	0.09512553901
324	0.0947549274
325	0.09458235283
326	0.09447206166
327	0.09437230591
328	0.09400688026
329	0.09385194986
330	0.09353608872
331	0.09324714292
332	0.0932137978
333	0.09300982387
334	0.09286486357
335	0.09260522052
336	0.09229076862
337	0.0920848125
338	0.09192042794
339	0.09146647878
340	0.09129258075
341	0.09084784483
342	0.09051246343
343	0.0901807707
344	0.08984388076
345	0.08952381733
346	0.089450297
347	0.08925359716
348	0.08903588158
349	0.08884988318
350	0.08850118111
351	0.08819355968
352	0.08798184578
353	0.08768102217
354	0.08722599308
355	0.08708202229
356	0.0869487458
357	0.08673532265
358	0.08664981648
359	0.08636418249
360	0.08602103197
361	0.08581318469
362	0.08556025512
363	0.08539337186
364	0.08515769494
365	0.08490693808
366	0.08486280469
367	0.08469833518
368	0.0844794847
369	0.08427464557
370	0.08401874962
371	0.08394964089
372	0.08343309321
373	0.08320513463
374	0.08286121141
375	0.08267814519
376	0.08242751065
377	0.08194835883
378	0.08166135855
379	0.08139750154
380	0.08122345004
381	0.08099578836
382	0.0807412254
383	0.0804938376
384	0.08006370568
385	0.07983530326
386	0.07970210882
387	0.07965304954
388	0.07958199907
389	0.07942462028
390	0.07926670905
391	0.07910399745
392	0.07890946583
393	0.0785835338
394	0.07851374119
395	0.0784657688
396	0.07819593374
397	0.07795017883
398	0.07769358198
399	0.07751453305
400	0.07743428584
401	0.07733428403
402	0.07725448279
403	0.07715888695
404	0.07699617976
405	0.07681352177
406	0.07669278187
407	0.07641524642
408	0.07621796164
409	0.07614759125
410	0.07599293497
411	0.07571893763
412	0.07552382217
413	0.07540296102
414	0.07517244814
415	0.07510795514
416	0.07503021693
417	0.07489583127
418	0.07477714545
419	0.07466217369
420	0.07449661928
421	0.07438269936
422	0.07415868316
423	0.07400396395
424	0.0739081652
425	0.07364681229
426	0.07345102367
427	0.07331111878
428	0.07315228037
429	0.07300099609
430	0.07285139514
431	0.07274713409
432	0.07259925759
433	0.0724663765
434	0.07239517992
435	0.07230534502
436	0.07219945149
437	0.07205045063
438	0.07191386392
439	0.07172339173
440	0.07164729414
441	0.07148696529
442	0.07133883251
443	0.07120732647
444	0.07114126572
445	0.07096964041
446	0.07082671132
447	0.07068786908
448	0.07060829918
449	0.07037399114
450	0.07009774257
451	0.06983767701
452	0.06964583031
453	0.06958286976
454	0.06941051934
455	0.06919539788
456	0.06911143172
457	0.06901178083
458	0.06886098017
459	0.0687619762
460	0.06857948516
461	0.06846357705
462	0.06827174169
463	0.06824914713
464	0.06794450163
465	0.06775995414
466	0.06763234331
467	0.06753934632
468	0.06733981378
469	0.06720619444
470	0.06688053542
471	0.06681634123
472	0.06661914941
473	0.06639417328
474	0.06611394434
475	0.06596737711
476	0.0656689352
477	0.06551025241
478	0.06545199751
479	0.06523022153
480	0.06510850593
481	0.06487510174
482	0.06468363859
483	0.0645960525
484	0.06451102047
485	0.06427541895
486	0.06419941762
487	0.06391306976
488	0.06362340271
489	0.06334429305
490	0.06321843966
491	0.06298637647
492	0.06287875717
493	0.06271509066
494	0.06257090983
495	0.06241949196
496	0.06225397593
497	0.06219268964
498	0.06200662976
499	0.06184562796
